iter	RMSE
0	0.7247255682
1	0.6759227878
2	0.6314526669
3	0.591000798
4	0.5542750683
5	0.5210032461
6	0.5025205226
7	0.4781933081
8	0.4523099856
9	0.4290650187
10	0.4105654308
11	0.3915031403
12	0.3742900606
13	0.3634708933
14	0.3505291618
15	0.3390176993
16	0.3274152966
17	0.3181215245
18	0.3073067461
19	0.3041174032
20	0.2960256938
21	0.2905960799
22	0.2821391864
23	0.2775811236
24	0.2704572083
25	0.2643291819
26	0.2593775696
27	0.2560835235
28	0.2541406176
29	0.2496113055
30	0.2480663877
31	0.2425548647
32	0.2406753405
33	0.2379874795
34	0.2344488374
35	0.2317039364
36	0.2270814813
37	0.2228798459
38	0.2207078995
39	0.2187794322
40	0.2154616665
41	0.2136669308
42	0.2113639846
43	0.2077782093
44	0.2047626312
45	0.2015055528
46	0.1982993901
47	0.1967964484
48	0.1939059864
49	0.1910566576
50	0.1883793824
51	0.1870175255
52	0.1857411502
53	0.1834958668
54	0.1816744992
55	0.1796217359
56	0.1772143035
57	0.1742674755
58	0.1719931116
59	0.1697731524
60	0.1687280699
61	0.1660491762
62	0.1639427132
63	0.1616275378
64	0.1595450936
65	0.1581576868
66	0.1564471294
67	0.1545860333
68	0.1525268911
69	0.1507175366
70	0.14900628
71	0.1473665727
72	0.1455026973
73	0.1436185102
74	0.1420705949
75	0.1406172715
76	0.1391544842
77	0.1377268
78	0.1364389841
79	0.1350588679
80	0.1337583704
81	0.1321925578
82	0.1306950607
83	0.129526274
84	0.1282857947
85	0.1270446698
86	0.1257644231
87	0.1246673197
88	0.1233019067
89	0.1221490999
90	0.1209496011
91	0.1199744266
92	0.1193983481
93	0.1182579056
94	0.1169804389
95	0.1159530601
96	0.1153977136
97	0.1144529174
98	0.1139233344
99	0.1128921998
100	0.1117177942
101	0.1107538551
102	0.110174952
103	0.1096767638
104	0.1088180355
105	0.1078023285
106	0.1073176904
107	0.1064245695
108	0.105601705
109	0.1051310074
110	0.1045760742
111	0.1035118279
112	0.1026248845
113	0.1021202111
114	0.1012238278
115	0.1007697998
116	0.09999753653
117	0.09956577219
118	0.099076893
119	0.09859930682
120	0.09779354563
121	0.09688581793
122	0.09645643876
123	0.09563936603
124	0.0949216627
125	0.09450523877
126	0.09404406916
127	0.09359388858
128	0.09319625869
129	0.09276548027
130	0.09234403795
131	0.09161261477
132	0.09093634453
133	0.09054708054
134	0.08979752922
135	0.08895013593
136	0.08820156105
137	0.08751798696
138	0.08689628895
139	0.08654204378
140	0.08613562045
141	0.08573916735
142	0.08509038947
143	0.08474707382
144	0.08416505539
145	0.08378370445
146	0.08341132771
147	0.08275070613
148	0.08241322746
149	0.08169968921
150	0.08137541209
151	0.08101845655
152	0.08066982473
153	0.08021387796
154	0.07961798177
155	0.07930200765
156	0.0786005201
157	0.07800068495
158	0.07756382865
159	0.07726754012
160	0.07659325412
161	0.07626835937
162	0.07595151377
163	0.07541786846
164	0.07499820809
165	0.07471358318
166	0.07411333204
167	0.07383975772
168	0.07328670637
169	0.07289675227
170	0.07263258098
171	0.0723243957
172	0.0720236539
173	0.07172515313
174	0.07144135551
175	0.07116310389
176	0.07088574537
177	0.07039804941
178	0.06995349068
179	0.06968826995
180	0.06942002672
181	0.06915687241
182	0.06889440413
183	0.06840188275
184	0.06784712979
185	0.06739322421
186	0.06703232216
187	0.06677767762
188	0.06653933438
189	0.06603918637
190	0.06581069566
191	0.0654837691
192	0.06505817467
193	0.06480456162
194	0.06455679745
195	0.06431047923
196	0.06407607953
197	0.06384613128
198	0.06361666965
199	0.06318418192
200	0.06295176782
201	0.06263269919
202	0.06214994233
203	0.06192538461
204	0.06171014218
205	0.0614992217
206	0.06128921621
207	0.06106812812
208	0.06076829835
209	0.06037062191
210	0.06016113484
211	0.05972855503
212	0.05952801239
213	0.05932821103
214	0.05905095177
215	0.05869062539
216	0.05849860754
217	0.05806600882
218	0.05788113846
219	0.05767444396
220	0.05747320575
221	0.05727391027
222	0.05701111609
223	0.05683080099
224	0.05665236682
225	0.05626535113
226	0.05592603009
227	0.05573632352
228	0.05554820729
229	0.0553680645
230	0.05502769824
231	0.05484769127
232	0.05460271402
233	0.05443364196
234	0.05412039968
235	0.05394100603
236	0.05376321569
237	0.05341158249
238	0.05324502179
239	0.05308047816
240	0.05285244285
241	0.0526953983
242	0.05253996303
243	0.05230285568
244	0.0521330463
245	0.05196479832
246	0.05167783482
247	0.05151871569
248	0.05136049142
249	0.05120914983
250	0.05106041209
251	0.05091214488
252	0.05058305132
253	0.05024984434
254	0.05010542556
255	0.0497830234
256	0.04947307635
257	0.04932576684
258	0.04916995791
259	0.04895989591
260	0.04881470284
261	0.04867121193
262	0.04843708985
263	0.04829457467
264	0.04815916626
265	0.0480260036
266	0.04780024734
267	0.04753554868
268	0.04739475564
269	0.04711160715
270	0.0469772957
271	0.0468441713
272	0.04656235885
273	0.04628091085
274	0.04615605617
275	0.04603248562
276	0.04585631921
277	0.04558258238
278	0.04544696229
279	0.04533026127
280	0.04521474913
281	0.04495453751
282	0.0446959088
283	0.04456450298
284	0.04440199069
285	0.04427930622
286	0.04415905412
287	0.04404112228
288	0.04392762582
289	0.04372267246
290	0.04361160582
291	0.04342799797
292	0.04331987958
293	0.04308488333
294	0.04296814506
295	0.04278663243
296	0.04254908796
297	0.04231448373
298	0.04208832139
299	0.04198053417
300	0.04180817832
301	0.04165612463
302	0.04155526571
303	0.04133990425
304	0.0412310843
305	0.04112374047
306	0.04092873435
307	0.04078235846
308	0.04067949223
309	0.04051228686
310	0.04037235697
311	0.04016221952
312	0.03993945196
313	0.03977091138
314	0.03967469644
315	0.03957956393
316	0.03938107151
317	0.03917517086
318	0.03897329223
319	0.03887979026
320	0.0387471401
321	0.03858228524
322	0.03838841513
323	0.03825744922
324	0.03816672795
325	0.03807657763
326	0.03788353028
327	0.0376804063
328	0.03752049746
329	0.03739493237
330	0.03720613192
331	0.03711881624
332	0.03696379034
333	0.03683943567
334	0.03664325929
335	0.0365234497
336	0.03644197431
337	0.0363608481
338	0.03618086174
339	0.03605271499
340	0.03587070498
341	0.03568069125
342	0.0355285049
343	0.03538433803
344	0.03524865557
345	0.0351339141
346	0.03499242426
347	0.03481696301
348	0.03463352302
349	0.03449680829
350	0.03438041776
351	0.03426739496
352	0.03418770315
353	0.03401709511
354	0.03388271973
355	0.0337149829
356	0.0336023704
357	0.03352400846
358	0.03335381541
359	0.03324626916
360	0.03308362995
361	0.03295065102
362	0.03277735098
363	0.03262163621
364	0.03249337245
365	0.03238412242
366	0.03231013962
367	0.03220814756
368	0.03213854291
369	0.03201907001
370	0.03186288621
371	0.03179541799
372	0.03168946969
373	0.03153943933
374	0.0313783891
375	0.03125447744
376	0.03115485627
377	0.03100815965
378	0.03085115738
379	0.03075378317
380	0.0306574033
381	0.03054543726
382	0.03048011198
383	0.03033569173
384	0.03022004676
385	0.03014689781
386	0.03003411733
387	0.02989388059
388	0.02975416399
389	0.02968807986
390	0.0295436371
391	0.02945080583
392	0.02935832521
393	0.02925198681
394	0.02910861716
395	0.02897226536
396	0.02885803034
397	0.0287962019
398	0.02870786497
399	0.02858306322
400	0.02847556237
401	0.02840864495
402	0.02831754934
403	0.02818383527
404	0.02805114505
405	0.02794644669
406	0.0278131528
407	0.02772683894
408	0.02759478488
409	0.02749490249
410	0.02743686338
411	0.02735485343
412	0.02722909562
413	0.02710181929
414	0.02696988083
415	0.02688851463
416	0.02683178112
417	0.02677658212
418	0.02669760105
419	0.02664401666
420	0.02652481794
421	0.02639663208
422	0.02629331968
423	0.02621527554
424	0.0261227702
425	0.02600131827
426	0.02588872864
427	0.02580395711
428	0.02574339891
429	0.02562281188
430	0.02550421155
431	0.02539746161
432	0.02530347805
433	0.02524666442
434	0.02516920451
435	0.02511615136
436	0.02500009207
437	0.02490994471
438	0.02479330585
439	0.02467766753
440	0.02456230364
441	0.02445418906
442	0.02437676728
443	0.02430265392
444	0.02425012564
445	0.02414192266
446	0.0240529379
447	0.02395208568
448	0.02390125097
449	0.0238181035
450	0.02370864751
451	0.02363532923
452	0.02353367638
453	0.02345873344
454	0.0233475708
455	0.02324100006
456	0.02315687173
457	0.02310655089
458	0.02303653474
459	0.0229877783
460	0.02293961463
461	0.02283769037
462	0.022740246
463	0.02266017082
464	0.02255366786
465	0.02248260555
466	0.02243294822
467	0.02234276716
468	0.02224065218
469	0.02217240222
470	0.02206879086
471	0.02199111864
472	0.02189211497
473	0.02184567529
474	0.02175388009
475	0.02168685371
476	0.02159276118
477	0.02149323725
478	0.02141721824
479	0.02131951868
480	0.02123005364
481	0.02116252575
482	0.02111735998
483	0.02105449572
484	0.02096244722
485	0.02086752058
486	0.02077926685
487	0.02073554368
488	0.02064220944
489	0.02056988373
490	0.02048183025
491	0.02041862635
492	0.02037422044
